======== n=1000, T=20 ========
-- BW=silverman --
Run 41: MS RMSE = 0.0268, DP RMSE = 10.5478, MS BW = 0.8000, DP BW = 0.8000
Run 42: MS RMSE = 0.0150, DP RMSE = 8.1503, MS BW = 0.8000, DP BW = 0.8000
Run 43: MS RMSE = 0.0003, DP RMSE = 0.9520, MS BW = 0.8000, DP BW = 0.8000
Run 44: MS RMSE = 0.0011, DP RMSE = 16.1650, MS BW = 0.8000, DP BW = 0.8000
Run 45: MS RMSE = 0.0481, DP RMSE = 1.2447, MS BW = 0.8000, DP BW = 0.8000
Run 46: MS RMSE = 0.0063, DP RMSE = 1.8465, MS BW = 0.8000, DP BW = 0.8000
Run 47: MS RMSE = 0.0372, DP RMSE = 7.1896, MS BW = 0.8000, DP BW = 0.8000
Run 48: MS RMSE = 0.0032, DP RMSE = 12.9097, MS BW = 0.8000, DP BW = 0.8000
Run 49: MS RMSE = 0.0003, DP RMSE = 5.3441, MS BW = 0.8000, DP BW = 0.8000
Run 50: MS RMSE = 0.0032, DP RMSE = 4.5512, MS BW = 0.8000, DP BW = 0.8000

-- BW=0.9 --
Run 01: MS RMSE = 0.0001, DP RMSE = 17.2804, MS BW = 0.9000, DP BW = 0.9000
Run 02: MS RMSE = 0.0080, DP RMSE = 1.4007, MS BW = 0.9000, DP BW = 0.9000
Run 03: MS RMSE = 0.0125, DP RMSE = 7.6360, MS BW = 0.9000, DP BW = 0.9000
Run 04: MS RMSE = 0.0001, DP RMSE = 3.1847, MS BW = 0.9000, DP BW = 0.9000
Run 05: MS RMSE = 0.0141, DP RMSE = 2.1215, MS BW = 0.9000, DP BW = 0.9000
Run 06: MS RMSE = 0.0126, DP RMSE = 10.5559, MS BW = 0.9000, DP BW = 0.9000
Run 07: MS RMSE = 0.0049, DP RMSE = 11.4016, MS BW = 0.9000, DP BW = 0.9000
Run 08: MS RMSE = 0.0318, DP RMSE = 8.8684, MS BW = 0.9000, DP BW = 0.9000
Run 09: MS RMSE = 0.0224, DP RMSE = 5.5972, MS BW = 0.9000, DP BW = 0.9000
Run 10: MS RMSE = 0.0000, DP RMSE = 4.9285, MS BW = 0.9000, DP BW = 0.9000
Run 11: MS RMSE = 0.0242, DP RMSE = 6.3826, MS BW = 0.9000, DP BW = 0.9000
Run 12: MS RMSE = 0.0001, DP RMSE = 5.1876, MS BW = 0.9000, DP BW = 0.9000
Run 13: MS RMSE = 0.0031, DP RMSE = 9.2689, MS BW = 0.9000, DP BW = 0.9000
Run 14: MS RMSE = 0.0072, DP RMSE = 5.8952, MS BW = 0.9000, DP BW = 0.9000
Run 15: MS RMSE = 0.0290, DP RMSE = 9.8134, MS BW = 0.9000, DP BW = 0.9000
Run 16: MS RMSE = 0.0026, DP RMSE = 1.5797, MS BW = 0.9000, DP BW = 0.9000
Run 17: MS RMSE = 0.0241, DP RMSE = 8.2917, MS BW = 0.9000, DP BW = 0.9000
Run 18: MS RMSE = 0.0008, DP RMSE = 0.1951, MS BW = 0.9000, DP BW = 0.9000
Run 19: MS RMSE = 0.0001, DP RMSE = 10.6669, MS BW = 0.9000, DP BW = 0.9000
Run 20: MS RMSE = 0.0150, DP RMSE = 1.0660, MS BW = 0.9000, DP BW = 0.9000
Run 21: MS RMSE = 0.0006, DP RMSE = 11.9389, MS BW = 0.9000, DP BW = 0.9000
Run 22: MS RMSE = 0.0171, DP RMSE = 0.9661, MS BW = 0.9000, DP BW = 0.9000
Run 23: MS RMSE = 0.0027, DP RMSE = 4.5224, MS BW = 0.9000, DP BW = 0.9000
Run 24: MS RMSE = 0.0008, DP RMSE = 8.1790, MS BW = 0.9000, DP BW = 0.9000
Run 25: MS RMSE = 0.0000, DP RMSE = 11.5161, MS BW = 0.9000, DP BW = 0.9000
Run 26: MS RMSE = 0.0151, DP RMSE = 3.3286, MS BW = 0.9000, DP BW = 0.9000
Run 27: MS RMSE = 0.0073, DP RMSE = 6.2220, MS BW = 0.9000, DP BW = 0.9000
Run 28: MS RMSE = 0.0059, DP RMSE = 1.9048, MS BW = 0.9000, DP BW = 0.9000
Run 29: MS RMSE = 0.0030, DP RMSE = 6.7208, MS BW = 0.9000, DP BW = 0.9000
Run 30: MS RMSE = 0.0060, DP RMSE = 2.7577, MS BW = 0.9000, DP BW = 0.9000
Run 31: MS RMSE = 0.0545, DP RMSE = 4.1107, MS BW = 0.9000, DP BW = 0.9000
Run 32: MS RMSE = 0.0389, DP RMSE = 3.2446, MS BW = 0.9000, DP BW = 0.9000
Run 33: MS RMSE = 0.0000, DP RMSE = 1.5720, MS BW = 0.9000, DP BW = 0.9000
Run 34: MS RMSE = 0.0156, DP RMSE = 6.6813, MS BW = 0.9000, DP BW = 0.9000
Run 35: MS RMSE = 0.0084, DP RMSE = 5.3534, MS BW = 0.9000, DP BW = 0.9000
Run 36: MS RMSE = 0.0048, DP RMSE = 7.9654, MS BW = 0.9000, DP BW = 0.9000
Run 37: MS RMSE = 0.0034, DP RMSE = 6.3828, MS BW = 0.9000, DP BW = 0.9000
Run 38: MS RMSE = 0.0316, DP RMSE = 0.7425, MS BW = 0.9000, DP BW = 0.9000
Run 39: MS RMSE = 0.0149, DP RMSE = 7.2672, MS BW = 0.9000, DP BW = 0.9000
Run 40: MS RMSE = 0.0004, DP RMSE = 11.5865, MS BW = 0.9000, DP BW = 0.9000
Run 41: MS RMSE = 0.0009, DP RMSE = 2.0702, MS BW = 0.9000, DP BW = 0.9000
Run 42: MS RMSE = 0.0038, DP RMSE = 7.4345, MS BW = 0.9000, DP BW = 0.9000
Run 43: MS RMSE = 0.0001, DP RMSE = 2.9853, MS BW = 0.9000, DP BW = 0.9000
Run 44: MS RMSE = 0.0177, DP RMSE = 6.4911, MS BW = 0.9000, DP BW = 0.9000
Run 45: MS RMSE = 0.0081, DP RMSE = 6.6582, MS BW = 0.9000, DP BW = 0.9000
Run 46: MS RMSE = 0.0048, DP RMSE = 4.6879, MS BW = 0.9000, DP BW = 0.9000
Run 47: MS RMSE = 0.0049, DP RMSE = 3.3507, MS BW = 0.9000, DP BW = 0.9000
Run 48: MS RMSE = 0.0001, DP RMSE = 1.2986, MS BW = 0.9000, DP BW = 0.9000
Run 49: MS RMSE = 0.0070, DP RMSE = 2.2975, MS BW = 0.9000, DP BW = 0.9000
Run 50: MS RMSE = 0.0076, DP RMSE = 11.9432, MS BW = 0.9000, DP BW = 0.9000

-- BW=1.0 --
Run 01: MS RMSE = 0.0203, DP RMSE = 5.6494, MS BW = 1.0000, DP BW = 1.0000
Run 02: MS RMSE = 0.0014, DP RMSE = 2.7164, MS BW = 1.0000, DP BW = 1.0000
Run 03: MS RMSE = 0.0163, DP RMSE = 15.1208, MS BW = 1.0000, DP BW = 1.0000
Run 04: MS RMSE = 0.0037, DP RMSE = 10.4305, MS BW = 1.0000, DP BW = 1.0000
Run 05: MS RMSE = 0.0319, DP RMSE = 1.4833, MS BW = 1.0000, DP BW = 1.0000
Run 06: MS RMSE = 0.0000, DP RMSE = 8.1776, MS BW = 1.0000, DP BW = 1.0000
Run 07: MS RMSE = 0.0011, DP RMSE = 3.0117, MS BW = 1.0000, DP BW = 1.0000
Run 08: MS RMSE = 0.0342, DP RMSE = 3.1672, MS BW = 1.0000, DP BW = 1.0000
Run 09: MS RMSE = 0.0045, DP RMSE = 1.9827, MS BW = 1.0000, DP BW = 1.0000
Run 10: MS RMSE = 0.0005, DP RMSE = 7.3017, MS BW = 1.0000, DP BW = 1.0000
